HITId	WorkerId	Input.src	Input.trg	Input.item	hit	sys_id	rid	type	sid	score	time
NA	evaluator3	hi	bn ad NA	"Online-G.7" NA SYSTEM	hi-bn-0-46-1001558.1_1	30	0
NA	evaluator3	hi	bn ad NA	"Online-G.7" NA SYSTEM	hi-bn-0-46-1001558.2_2	50	0
NA	evaluator3	hi	bn ad NA	"Online-G.7" NA SYSTEM	hi-bn-0-46-1001558.3_3	70	0
NA	evaluator3	hi	bn ad NA	"Online-G.7" NA SYSTEM	hi-bn-0-46-1001558.4_4	90	0
NA	evaluator3	hi	bn ad NA	"Online-G.7" NA SYSTEM	hi-bn-0-46-1001558.5_5	99	0
NA	evaluator3	hi	bn ad NA	"TRANSSION.3" NA SYSTEM	hi-bn-0-74-1002251.1_1	100	0
NA	evaluator3	hi	bn ad NA	"TRANSSION.3" NA SYSTEM	hi-bn-0-74-1002251.2_2	100	0
NA	evaluator3	hi	bn ad NA	"TRANSSION.3" NA SYSTEM	hi-bn-0-74-1002251.3_3	100	0
NA	evaluator3	hi	bn ad NA	"TRANSSION.3" NA SYSTEM	hi-bn-0-74-1002251.4_4	50	0
NA	evaluator3	hi	bn ad NA	"TRANSSION.3" NA SYSTEM	hi-bn-0-74-1002251.5_5	100	0
NA	evaluator3	hi	bn ad NA	"Online-B.5" NA SYSTEM	hi-bn-0-47-1001900.1_1	90	0
NA	evaluator3	hi	bn ad NA	"Online-B.5" NA SYSTEM	hi-bn-0-47-1001900.2_2	90	0
NA	evaluator3	hi	bn ad NA	"Online-B.5" NA SYSTEM	hi-bn-0-47-1001900.3_3	90	0
NA	evaluator3	hi	bn ad NA	"Online-B.5" NA SYSTEM	hi-bn-0-47-1001900.4_4	100	0
NA	evaluator3	hi	bn ad NA	"Online-B.5" NA SYSTEM	hi-bn-0-47-1001900.5_5	100	0
NA	evaluator3	hi	bn ad NA	"Online-G.7" NA SYSTEM	hi-bn-0-18-1002434.1_1	99	0
NA	evaluator3	hi	bn ad NA	"Online-G.7" NA SYSTEM	hi-bn-0-18-1002434.2_2	95	0
NA	evaluator3	hi	bn ad NA	"Online-G.7" NA SYSTEM	hi-bn-0-18-1002434.3_3	95	0
NA	evaluator3	hi	bn ad NA	"Online-G.7" NA SYSTEM	hi-bn-0-18-1002434.4_4	95	0
NA	evaluator3	hi	bn ad NA	"Online-G.7" NA SYSTEM	hi-bn-0-18-1002434.5_5	99	0
NA	evaluator3	hi	bn ad NA	"MS-EgDC.8" NA SYSTEM	hi-bn-0-9-1000912.1_1	100	0
NA	evaluator3	hi	bn ad NA	"MS-EgDC.8" NA SYSTEM	hi-bn-0-9-1000912.2_2	100	0
NA	evaluator3	hi	bn ad NA	"MS-EgDC.8" NA SYSTEM	hi-bn-0-9-1000912.3_3	100	0
NA	evaluator3	hi	bn ad NA	"UEdin.4" NA SYSTEM	hi-bn-0-100-1000474.1_1	100	0
NA	evaluator3	hi	bn ad NA	"UEdin.4" NA SYSTEM	hi-bn-0-100-1000474.2_2	100	0
NA	evaluator3	hi	bn ad NA	"UEdin.4" NA SYSTEM	hi-bn-0-100-1000474.3_3	100	0
NA	evaluator3	hi	bn ad NA	"UEdin.4" NA SYSTEM	hi-bn-0-100-1000474.4_4	100	0
NA	evaluator3	hi	bn ad NA	"UEdin.4" NA SYSTEM	hi-bn-0-100-1000474.5_5	100	0
NA	evaluator3	hi	bn ad NA	"Online-B.5" NA SYSTEM	hi-bn-0-12-1000574.1_1	95	0
NA	evaluator3	hi	bn ad NA	"Online-B.5" NA SYSTEM	hi-bn-0-12-1000574.2_2	100	0
NA	evaluator3	hi	bn ad NA	"GTCOM.0" NA SYSTEM	hi-bn-0-73-1000253.1_1	90	0
NA	evaluator3	hi	bn ad NA	"GTCOM.0" NA SYSTEM	hi-bn-0-73-1000253.2_2	100	0
NA	evaluator3	hi	bn ad NA	"GTCOM.0" NA SYSTEM	hi-bn-0-73-1000253.3_3	100	0
NA	evaluator3	hi	bn ad NA	"GTCOM.0" NA SYSTEM	hi-bn-0-73-1000253.4_4	100	0
NA	evaluator3	hi	bn ad NA	"GTCOM.0" NA SYSTEM	hi-bn-0-73-1000253.5_5	100	0
NA	evaluator3	hi	bn ad NA	"HuaweiTSC.1" NA SYSTEM	hi-bn-0-60-1002345.1_1	100	0
NA	evaluator3	hi	bn ad NA	"HuaweiTSC.1" NA SYSTEM	hi-bn-0-60-1002345.2_2	100	0
NA	evaluator3	hi	bn ad NA	"HuaweiTSC.1" NA SYSTEM	hi-bn-0-60-1002345.3_3	100	0
NA	evaluator3	hi	bn ad NA	"HuaweiTSC.1" NA SYSTEM	hi-bn-0-60-1002345.4_4	100	0
NA	evaluator3	hi	bn ad NA	"HuaweiTSC.1" NA SYSTEM	hi-bn-0-60-1002345.5_5	100	0
NA	evaluator3	hi	bn ad NA	"TRANSSION.3" NA SYSTEM	hi-bn-0-87-1000739.1_1	100	0
NA	evaluator3	hi	bn ad NA	"TRANSSION.3" NA SYSTEM	hi-bn-0-87-1000739.2_2	100	0
NA	evaluator3	hi	bn ad NA	"TRANSSION.3" NA SYSTEM	hi-bn-0-87-1000739.3_3	100	0
NA	evaluator3	hi	bn ad NA	"TRANSSION.3" NA SYSTEM	hi-bn-0-87-1000739.4_4	100	0
NA	evaluator3	hi	bn ad NA	"Online-A.6" NA SYSTEM	hi-bn-0-94-1002400.1_1	100	0
NA	evaluator3	hi	bn ad NA	"Online-A.6" NA SYSTEM	hi-bn-0-94-1002400.2_2	100	0
NA	evaluator3	hi	bn ad NA	"Online-A.6" NA SYSTEM	hi-bn-0-94-1002400.3_3	100	0
NA	evaluator3	hi	bn ad NA	"Online-A.6" NA SYSTEM	hi-bn-0-94-1002400.4_4	100	0
NA	evaluator3	hi	bn ad NA	"GTCOM.0" NA SYSTEM	hi-bn-0-32-1000737.1_1	98	0
NA	evaluator3	hi	bn ad NA	"GTCOM.0" NA SYSTEM	hi-bn-0-32-1000737.2_2	100	0
NA	evaluator3	hi	bn ad NA	"GTCOM.0" NA SYSTEM	hi-bn-0-32-1000737.3_3	100	0
NA	evaluator3	hi	bn ad NA	"UEdin.4" NA SYSTEM	hi-bn-0-58-1001573.1_1	100	0
NA	evaluator3	hi	bn ad NA	"UEdin.4" NA SYSTEM	hi-bn-0-58-1001573.2_2	100	0
NA	evaluator3	hi	bn ad NA	"GTCOM.0" NA SYSTEM	hi-bn-0-111-1001068.1_1	100	0
NA	evaluator3	hi	bn ad NA	"GTCOM.0" NA SYSTEM	hi-bn-0-111-1001068.2_2	98	0
NA	evaluator3	hi	bn ad NA	"GTCOM.0" NA SYSTEM	hi-bn-0-111-1001068.3_3	100	0
NA	evaluator3	hi	bn ad NA	"GTCOM.0" NA SYSTEM	hi-bn-0-111-1001068.4_4	100	0
NA	evaluator3	hi	bn ad NA	"UEdin.4" NA SYSTEM	hi-bn-0-112-1000741.1_1	100	0
NA	evaluator3	hi	bn ad NA	"UEdin.4" NA SYSTEM	hi-bn-0-112-1000741.2_2	100	0
NA	evaluator3	hi	bn ad NA	"UEdin.4" NA SYSTEM	hi-bn-0-112-1000741.3_3	100	0
NA	evaluator3	hi	bn ad NA	"UEdin.4" NA SYSTEM	hi-bn-0-96-1000860.1_1	100	0
NA	evaluator3	hi	bn ad NA	"UEdin.4" NA SYSTEM	hi-bn-0-96-1000860.2_2	100	0
NA	evaluator3	hi	bn ad NA	"UEdin.4" NA SYSTEM	hi-bn-0-96-1000860.3_3	100	0
NA	evaluator3	hi	bn ad NA	"Online-Y.2" NA SYSTEM	hi-bn-0-86-1002324.1_1	100	0
NA	evaluator3	hi	bn ad NA	"Online-Y.2" NA SYSTEM	hi-bn-0-86-1002324.2_2	100	0
NA	evaluator3	hi	bn ad NA	"GTCOM.0" NA SYSTEM	hi-bn-0-25-1000897.1_1	100	0
NA	evaluator3	hi	bn ad NA	"GTCOM.0" NA SYSTEM	hi-bn-0-25-1000897.2_2	100	0
NA	evaluator3	hi	bn ad NA	"UEdin.4" NA SYSTEM	hi-bn-1-15-1000375.1_1	100	0
NA	evaluator3	hi	bn ad NA	"UEdin.4" NA SYSTEM	hi-bn-1-15-1000375.2_2	100	0
NA	evaluator3	hi	bn ad NA	"UEdin.4" NA SYSTEM	hi-bn-1-15-1000375.3_3	100	0
NA	evaluator3	hi	bn ad NA	"UEdin.4" NA SYSTEM	hi-bn-1-15-1000375.4_4	100	0
NA	evaluator3	hi	bn ad NA	"UEdin.4" NA SYSTEM	hi-bn-1-15-1000375.5_5	100	0
NA	evaluator3	hi	bn ad NA	"HuaweiTSC.1" NA SYSTEM	hi-bn-1-46-1000811.1_1	100	0
NA	evaluator3	hi	bn ad NA	"HuaweiTSC.1" NA SYSTEM	hi-bn-1-46-1000811.2_2	95	0
