SYS SID RAW.SCR Z.SCR N 
Online-G.7 hi-bn-0-46-1001558.1_1 30 -3.77414917041177 1 
Online-G.7 hi-bn-0-46-1001558.2_2 50 -2.56896543412526 1 
Online-G.7 hi-bn-0-46-1001558.3_3 70 -1.36378169783874 1 
Online-G.7 hi-bn-0-46-1001558.4_4 90 -0.158597961552228 1 
Online-G.7 hi-bn-0-46-1001558.5_5 99 0.383734719776704 1 
Online-G.7 hi-bn-0-18-1002434.1_1 99 0.383734719776704 1 
Online-G.7 hi-bn-0-18-1002434.2_2 95 0.142697972519401 1 
Online-G.7 hi-bn-0-18-1002434.3_3 95 0.142697972519401 1 
Online-G.7 hi-bn-0-18-1002434.4_4 95 0.142697972519401 1 
Online-G.7 hi-bn-0-18-1002434.5_5 99 0.383734719776704 1 
Online-G.7 hi-bn-1-1-1001877.1_1 100 0.44399390659103 1 
Online-G.7 hi-bn-1-1-1001877.2_2 97 0.263216346148052 1 
Online-G.7 hi-bn-1-1-1001877.3_3 99 0.383734719776704 1 
Online-G.7 hi-bn-1-1-1001877.4_4 97 0.263216346148052 1 
Online-G.7 hi-bn-1-1-1001877.5_5 90 -0.158597961552228 1 
Online-G.7 hi-bn-1-83-1001319.1_1 90 -0.158597961552228 1 
Online-G.7 hi-bn-1-83-1001319.2_2 99 0.383734719776704 1 
Online-G.7 hi-bn-1-83-1001319.3_3 95 0.142697972519401 1 
Online-G.7 hi-bn-1-53-1002124.1_1 99 0.383734719776704 1 
Online-G.7 hi-bn-1-53-1002124.2_2 40 -3.17155730226852 1 
Online-G.7 hi-bn-1-53-1002124.3_3 50 -2.56896543412526 1 
Online-G.7 hi-bn-1-125-1002149.1_1 40 -3.17155730226852 1 
Online-G.7 hi-bn-1-125-1002149.2_2 70 -1.36378169783874 1 
Online-G.7 hi-bn-1-125-1002149.3_3 90 -0.158597961552228 1 
Online-G.7 hi-bn-1-103-1001909.1_1 90 -0.158597961552228 1 
Online-G.7 hi-bn-1-103-1001909.2_2 98 0.323475532962378 1 
Online-G.7 hi-bn-1-103-1001909.3_3 95 0.142697972519401 1 
Online-G.7 hi-bn-1-103-1001909.4_4 85 -0.459893895623857 1 
Online-G.7 hi-bn-1-103-1001909.5_5 90 -0.158597961552228 1 
Online-G.7 hi-bn-2-7-1002358.1_1 99 0.383734719776704 1 
Online-G.7 hi-bn-2-7-1002358.2_2 90 -0.158597961552228 1 
Online-G.7 hi-bn-2-7-1002358.3_3 99 0.383734719776704 1 
Online-G.7 hi-bn-2-7-1002358.4_4 99 0.383734719776704 1 
Online-G.7 hi-bn-2-7-1002358.5_5 99 0.383734719776704 1 
Online-G.7 hi-bn-3-70-1001669.1_1 99 0.383734719776704 1 
Online-G.7 hi-bn-3-70-1001669.2_2 100 0.44399390659103 1 
Online-G.7 hi-bn-3-70-1001669.3_3 99 0.383734719776704 1 
Online-G.7 hi-bn-3-70-1001669.4_4 99 0.383734719776704 1 
Online-G.7 hi-bn-3-105-1002337.1_1 85 -0.459893895623857 1 
Online-G.7 hi-bn-3-105-1002337.2_2 99 0.383734719776704 1 
Online-G.7 hi-bn-3-105-1002337.3_3 98 0.323475532962378 1 
Online-G.7 hi-bn-3-105-1002337.4_4 99 0.383734719776704 1 
Online-G.7 hi-bn-3-105-1002337.5_5 95 0.142697972519401 1 
Online-G.7 hi-bn-3-54-1000528.1_1 99 0.383734719776704 1 
Online-G.7 hi-bn-3-54-1000528.2_2 50 -2.56896543412526 1 
Online-G.7 hi-bn-4-139-1000040.1_1 99 0.383734719776704 1 
Online-G.7 hi-bn-4-139-1000040.2_2 50 -2.56896543412526 1 
Online-G.7 hi-bn-4-139-1000040.3_3 99 0.383734719776704 1 
Online-G.7 hi-bn-4-139-1000040.4_4 99 0.383734719776704 1 
Online-G.7 hi-bn-5-88-1001347.1_1 70 -1.36378169783874 1 
Online-G.7 hi-bn-5-88-1001347.2_2 70 -1.36378169783874 1 
Online-G.7 hi-bn-5-88-1001347.3_3 97 0.263216346148052 1 
Online-G.7 hi-bn-5-88-1001347.4_4 50 -2.56896543412526 1 
Online-G.7 hi-bn-5-26-1000495.1_1 99 0.383734719776704 1 
Online-G.7 hi-bn-5-26-1000495.2_2 99 0.383734719776704 1 
Online-G.7 hi-bn-5-26-1000495.3_3 99 0.383734719776704 1 
Online-G.7 hi-bn-6-51-1001131.1_1 50 -2.56896543412526 1 
Online-G.7 hi-bn-6-51-1001131.2_2 50 -2.56896543412526 1 
Online-G.7 hi-bn-6-51-1001131.3_3 50 -2.56896543412526 1 
Online-G.7 hi-bn-6-51-1001131.4_4 50 -2.56896543412526 1 
Online-G.7 hi-bn-6-86-1001317.1_1 99 0.383734719776704 1 
Online-G.7 hi-bn-6-86-1001317.2_2 99 0.383734719776704 1 
Online-G.7 hi-bn-7-33-1001024.1_1 99 0.383734719776704 1 
Online-G.7 hi-bn-7-33-1001024.2_2 99 0.383734719776704 1 
Online-G.7 hi-bn-7-33-1001024.3_3 99 0.383734719776704 1 
Online-G.7 hi-bn-7-33-1001024.4_4 50 -2.56896543412526 1 
Online-G.7 hi-bn-7-33-1001024.5_5 100 0.44399390659103 1 
Online-G.7 hi-bn-8-85-1000445.1_1 99 0.383734719776704 1 
Online-G.7 hi-bn-8-85-1000445.2_2 50 -2.56896543412526 1 
Online-G.7 hi-bn-8-85-1000445.3_3 99 0.383734719776704 1 
Online-G.7 hi-bn-8-123-1001025.1_1 50 -2.56896543412526 1 
Online-G.7 hi-bn-8-123-1001025.2_2 99 0.383734719776704 1 
Online-G.7 hi-bn-8-123-1001025.3_3 99 0.383734719776704 1 
Online-G.7 hi-bn-8-123-1001025.4_4 98 0.323475532962378 1 
Online-G.7 hi-bn-8-67-1001681.1_1 98 0.323475532962378 1 
Online-G.7 hi-bn-8-67-1001681.2_2 70 -1.36378169783874 1 
Online-G.7 hi-bn-8-67-1001681.3_3 50 -2.56896543412526 1 
Online-G.7 hi-bn-8-67-1001681.4_4 99 0.383734719776704 1 
Online-G.7 hi-bn-8-67-1001681.5_5 50 -2.56896543412526 1 
