Facebook-AI	0.6376018260810524
Online-A	0.6164778842777013
Online-B	0.6170484947301448
P3AI	0.5999739068634808
ICL	0.617725057290867
Online-G	0.5929112797714771
Online-Y	0.5561339648626745
UEdin	0.6076933072395623
happypoet	0.4501871124599129
Borderline	0.6116312125474215
Manifold	0.5897817004397512
Online-W	0.6220677955076098
UF	0.6183068523537367
HuaweiTSC	0.6282702647410333
Nemo	0.6212955224458129
SMU	0.5886534917596727
VolcTrans-AT	0.6070798035375774
Watermelon	0.6081747666765004
VolcTrans-GLAT	0.6124866799023002
ref-B	0.5312660989519209
