M1180	0.6364459	0.3512085 	45
M0145	1.004651e-07	-5.711075 	78
M0799	0.2114078	-0.8038869 	142
M1468	0.004717416	-2.62097 	203
M1677	0.8200617	0.9220197 	67
M0672	0.4724306	-0.06922616 	269
M0382	0.4536106	-0.1167664 	134
M0134	0.2625755	-0.636301 	256
M0528	0.002706675	-4.68416 	6
M0679	0.6063365	0.2708992 	66
M0995	0.4149564	-0.2156176 	71
M1055	0.07008745	-1.498474 	52
M1475	1.170594e-11	-7.692764 	86
M1426	0.1931603	-0.8906377 	17
M0252	0.3122792	-0.4963672 	23
M0479	0.3063072	-0.5226284 	11
M0288	0.3023882	-0.5189255 	120
M1014	0.243692	-0.6987176 	62
M1650	0.0001326656	-3.762562 	117
M0418	0.4496297	-0.1270572 	71
M0602	0.7699975	0.7550161 	19
M1594	0.3601832	-0.3586009 	161
M1203	0.01690771	-2.631975 	8
M0097	0.003756944	-2.713165 	139
M1515	0.007807293	-2.430718 	323
M0777	0.7490949	0.6736142 	125
M0305	0.2898741	-0.5652439 	17
M1202	0.004741306	-2.694009 	53
M0549	0.003309148	-3.510031 	10
M1046	5.099312e-05	-4.339105 	39
M1406	0.5756013	0.1907252 	685
M0613	0.2687608	-0.6178807 	163
M0779	0.06989162	-1.481633 	235
M1107	2.585955e-07	-5.195315 	194
M1457	0.1421325	-1.07142 	910
M1027	0.08643559	-1.496585 	9
M0636	0.4876044	-0.03159856 	16
M0394	0.04227721	-1.749689 	71
M0087	0.3447395	-0.4003304 	152
M1322	0.4724852	-0.07018901 	16
M0608	1.003833e-05	-4.323864 	347
M0927	0.3529003	-0.3791161 	68
M1229	0.00365486	-3.045465 	18
M0229	0.0002005283	-5.808941 	9
M0551	9.606509e-09	-5.826893 	228
M0855	0.9789568	2.482005 	8
M1608	0.8421198	1.005318 	240
M0833	4.371836e-08	-5.903756 	79
M0228	0.7596785	0.7064388 	227
M0440	0.009049038	-2.371013 	528
M0354	0.142603	-1.070738 	282
M0232	0.05105985	-1.749288 	15
M0360	0.1767855	-0.92916 	294
M0230	0.0003493253	-4.186003 	17
M0821	0.3858325	-0.2916065 	57
M0271	0.3484866	-0.3969802 	16
M0293	0.006767027	-2.57541 	44
M0238	0.4091087	-0.2300553 	280
M1506	0.04961692	-1.659598 	141
M0976	0.002011306	-3.986916 	9
M0490	0.001228358	-3.232941 	41
M1109	0.277499	-0.602186 	18
M1612	0.02804954	-1.92196 	192
M1414	0.3816566	-0.3021744 	80
M0461	0.6396974	0.3636462 	18
M0727	0.4620437	-0.09551779 	105
M1691	2.100837e-06	-4.798549 	135
M1136	0.4181152	-0.2145556 	8
M0206	0.01839093	-2.1108 	126
M0064	0.1192554	-1.18343 	151
M0982	0.8344155	0.9777779 	80
M1257	0.1483869	-1.067612 	24
M1278	0.2908446	-0.5616426 	18
M0457	0.08916086	-1.347805 	509
M1165	0.7058076	0.5444329 	55
M1463	0.8370106	0.9898426 	65
M1669	3.214308e-06	-6.158161 	20
M1325	0.6474836	0.397102 	7
M0102	0.0005672424	-3.309276 	177
M1173	0.5321744	0.08082453 	233
M0882	0.4543263	-0.1148998 	181
M1589	1.718996e-33	-16.46009 	127
M0300	0.1025183	-1.288869 	40
M0218	0.1865311	-0.977839 	6
M1292	7.916604e-05	-3.809208 	461
M1183	0.4268114	-0.1861505 	30
M0505	0.3691405	-0.334719 	159
M1158	0.7702821	0.7415685 	161
M0005	0.8808856	1.186895 	96
M0662	0.2471375	-0.685003 	171
M0630	2.268864e-06	-5.953303 	24
M0467	0.895801	1.262037 	202
M0030	0.6415957	0.3637064 	106
M0140	1.025931e-06	-5.222246 	65
M0460	0.05886316	-1.580042 	88
M1487	3.721027e-06	-9.152193 	10
M1070	0.001363339	-3.024918 	271
M0853	0.8247614	0.957223 	20
M0640	7.88711e-06	-24.76706 	5
M1444	0.06935207	-1.518513 	33
M1494	1.1487e-14	-8.618178 	128
M1592	0.2126058	-0.8005905 	104
M0708	0.3552201	-0.3737319 	44
M1174	4.299469e-11	-7.434344 	84
M0495	0.391896	-0.2754371 	71
M0531	8.264286e-05	-3.942112 	86
M0374	1	1	86
M0651	0.6304133	0.3341213 	80
M0787	0.07626929	-1.434068 	318
M0792	0.40971	-0.2285976 	197
M0038	0.6058119	0.2789069 	8
M0365	0.0003247214	-5.095094 	10
M0123	0.5940798	0.2389658 	70
M1137	0.7586393	0.7044592 	105
M0020	0.8066425	0.8727894 	54
M1586	5.130782e-07	-5.136409 	128
M0068	0.99752	3.059774 	28
M1428	0.02683226	-2.025063 	26
M0754	0.8264299	1.037285 	6
M0042	0.5532595	0.1341759 	125
M1219	0.00107406	-3.174643 	79
M0675	0.0006187703	-3.523682 	35
M0095	1	1	35
M0803	0.003034888	-3.877855 	8
M0972	0.283591	-0.578386 	32
M1120	0.9672221	1.847004 	366
M1441	0.6280776	0.3359585 	11
M0089	4.024751e-07	-5.1793 	134
M0572	0.03776408	-2.041241 	9
M1665	0.7531146	0.7132472 	10
M0579	2.20108e-07	-17.77397 	8
M1376	1.80079e-20	-13.44246 	64
M1364	0.8759472	1.159087 	165
M1300	0.9971395	2.98414 	30
M0717	0.01088794	-2.488179 	21
M1661	0.4155103	-0.217146 	16
M0920	0.4206502	-0.2006543 	124
M0250	0.2278462	-0.7473173 	215
M0589	0.002287103	-3.747226 	10
M1644	0.1619927	-1.001263 	34
M1082	0.01031085	-2.392326 	50
M0987	0.9178981	1.457948 	17
M1652	0.9666235	2.335497 	6
M1366	0.3249338	-0.4562359 	61
M0094	0.5536782	0.1374356 	15
M1330	2.267076e-05	-4.404366 	60
M0959	1.321801e-22	-10.43875 	340
M0703	0.0007289861	-4.743183 	9
M0825	0.9270351	1.670136 	7
M1549	0.3970606	-0.261615 	108
M0028	0.02935868	-1.911729 	103
M0040	0.3048673	-0.5206592 	17
M1124	0.1313819	-1.127539 	84
M1518	0.796353	0.8456255 	22
M0795	0.07540962	-1.442195 	200
M0135	0.000436498	-3.605383 	40
M0292	0.8653912	1.147327 	16
M0278	0.7039424	0.5554627 	10
M0330	0.002874949	-2.927089 	39
M1144	4.077901e-10	-6.592899 	141
M0115	0.4065267	-0.2396333 	21
M1250	2.15019e-08	-6.24329 	63
M0538	0.6653533	0.4414633 	10
M1151	0.2881635	-0.5906244 	7
M0842	0.1510415	-1.040785 	62
M1430	0.3202493	-0.4678494 	169
M0308	0.5088249	0.0221918 	81
M0520	4.437706e-06	-5.744379 	23
M0911	4.685685e-26	-13.01005 	139
M1220	2.866497e-25	-15.61294 	74
M1346	0.5042162	0.01058412 	171
M1554	2.311194e-10	-6.564016 	196
M1115	0.8070557	0.8839155 	24
M0277	7.060032e-06	-5.286392 	28
M1524	0.05851962	-1.573532 	220
M0590	0.01198338	-2.710783 	10
M0411	0.0001255885	-3.844644 	76
M0274	0.415871	-0.2136281 	49
M0109	0.1701942	-0.956994 	128
M0425	0.01737965	-2.441506 	11
M1543	0.7004045	0.5260316 	360
M0470	0.7752241	0.7950041 	9
M1256	0.8623542	1.127263 	18
M0713	0.573896	0.1893392 	17
M0482	0.1307286	-1.15257 	23
M1208	0.0292687	-1.917467 	86
M1267	0.005226529	-3.32557 	9
M0558	0.4561945	-0.1102262 	140
M0626	0.1213405	-1.181009 	56
M0309	0.5465952	0.1208244 	9
M0968	0.2285468	-0.7450521 	206
M1164	0.1575635	-1.011782 	71
M0222	0.02936057	-1.980764 	26
M0407	0.07695596	-1.542785 	11
M1546	0.3805591	-0.3048975 	95
M1006	0.6966355	0.5166246 	88
M1477	NaN	1	34
M0264	0.0003281215	-3.588722 	63
M1534	0.08167325	-1.410925 	62
M1385	0.09979849	-1.29549 	68
M1422	5.622126e-09	-6.282713 	92
M0055	0.0001527516	-5.670569 	10
M0594	0.9326869	1.553274 	23
M0552	0.06078284	-1.600519 	27
M0355	0.6322794	0.341847 	25
M1314	0.9919811	3.155085 	8
M1078	0.8221993	0.9468528 	20
M0212	0.07808712	-1.565171 	9
M0146	0.9564565	1.761838 	35
M0172	0.2478241	-0.6860881 	54
M1574	0.3389717	-0.4162872 	121
M0969	0.7180335	0.5967602 	11
M1163	0.3595828	-0.3744353 	8
M0545	0.2863756	-0.5700516 	32
M0275	6.479043e-07	-12.81705 	9
M1369	5.738585e-05	-5.82641 	12
M0188	0.7002162	0.5381486 	14
M0895	0.9898285	2.575102 	17
M0076	0.005203729	-3.224893 	10
M1623	0.0323709	-2.18934 	8
M0517	0.01448899	-2.201128 	184
M0845	0.05762653	-1.710176 	12
M0698	0.01245821	-2.687055 	10
M0137	0.5036407	0.009180532 	43
M0526	0.004888343	-3.18257 	11
M1628	1.240202e-07	-7.614127 	21
M0950	0.02348732	-2.132687 	19
M0873	0.005968896	-2.613375 	49
M0830	0.973137	1.978704 	48
M1442	0.9291562	1.630288 	9
M0125	0.0003856166	-5.654041 	8
M0128	0.1904043	-0.9029807 	16
M1668	0.1498544	-1.043662 	83
M1649	5.546895e-07	-4.998968 	242
M0025	0.03088807	-2.102892 	11
M1566	0.5988928	0.2572331 	11
M0352	0.2329098	-0.7497482 	15
M0809	4.00048e-05	-5.245703 	17
M1637	0.8055277	0.8677271 	62
M0852	0.708204	0.55481 	28
M0542	0.7613486	0.7382975 	11
M1198	0.5	0 	18
M0153	0.002766843	-3.624399 	10
M1275	0.9207466	1.512844 	12
M1523	0.9129943	1.387664 	36
M1429	0.03126149	-2.125045 	10
M1499	0.03181095	-1.891004 	59
M0454	0.1016942	-1.462784 	6
M0783	0.3526953	-0.381249 	35
M1166	6.326494e-09	-6.936613 	46
M0344	0.04222492	-2.065171 	7
M0935	0.002483938	-4.03442 	8
M0556	0.6724039	0.4550427 	17
M1287	1.136076e-06	-5.745253 	33
M0223	0.4763906	-0.05946274 	61
M0646	0.9164442	1.4078 	40
M1480	6.910734e-05	-4.25138 	38
M0800	0.2136199	-0.7969029 	110
M0756	0.3162787	-0.4806293 	60
M0199	3.062771e-06	-4.655732 	187
M0570	0.01556037	-2.971012 	6
M0427	0.04518584	-1.756324 	28
M0869	0.02977223	-2.050319 	15
M1131	0.4011004	-0.2601951 	8
M1066	0.09179374	-1.367664 	26
M1091	0.04047832	-2.18153 	6
M0701	0.3141832	-0.4867545 	56
M0773	0.2136156	-0.8030238 	37
M1277	0.1017003	-1.385161 	9
M1421	0.08801947	-1.484247 	9
M1569	0.1180513	-1.194758 	73
M0100	0.000721799	-5.55187 	7
M0450	0.0004383909	-3.708739 	30
M1041	0.07471013	-1.462427 	55
M0616	1	1	55
M0202	0.0005295421	-3.768461 	23
M0900	0.001334945	-3.066773 	122
M0093	0.2598676	-0.6468852 	74
M0797	0.000821998	-4.65032 	9
M0322	3.558715e-11	-10.53266 	27
M1481	0.3157415	-0.4884343 	18
M0939	0.6421075	0.3721392 	14
M1000	0.0001301292	-3.874447 	63
M0527	0.8054724	0.9182013 	8
M0092	0.155234	-1.018475 	123
M1333	0.3181921	-0.4875441 	11
M0032	0.354471	-0.3749975 	63
M0519	0.4412284	-0.1486447 	49
M1491	0.6327511	0.341306 	45
M0555	0.7723168	0.7844645 	9
M1578	1.299925e-07	-6.734251 	29
M0062	0.08387063	-1.388746 	110
M1473	0.05934646	-1.587005 	52
