RAW.SCR Z.SCR N SYS N.ALL 
74.8493999225707 0.112209794487544 861 Manifold.0 1048 
71.2544781931464 0.0282107273049917 856 Online-B.4 1214 
75.3704010301692 0.00274978409983673 906 Online-A.5 1113 
76.5780905077263 0.0126432009460011 906 HuaweiTSC.9 1225 
75.0644983461962 0.0449160798916123 907 NiuTrans.7 1110 
65.2289123196448 -0.256274185237032 901 Online-G.6 1104 
69.6754610655738 0.00853346638470556 976 Mideind.1 1159 
70.0503685503685 -0.0369486408885273 814 Allegro.eu.2 1029 
74.4652948402948 0.29283972408893 814 Facebook-AI.8 1017 
71.7154365904366 -0.0797949647864406 962 Online-Y.3 1105 
