hit wid src trg item work.seconds accept.time submit.time concurrent.hits corrected.work.seconds approval 
34R0BODSP1Z2M0WFTFW9VTE1P7Z5ED	M0649	de	en	ad	1494	"2021-08-30 02:15:11"	"2021-08-30 02:40:05"	1	1494	Submitted	
3QHITW7OYO9OP9Y1X2IQXLJ10PSQAM	M0649	de	en	ad	679	"2021-08-31 02:23:47"	"2021-08-31 02:35:06"	1	679	Submitted	
389A2A304OIOUVQ00IK2OAI7NPI0C5	M0649	de	en	ad	745	"2021-09-01 02:18:36"	"2021-09-01 02:31:01"	1	745	Submitted	
3R15W654VDT5LSP5UT7G6ZZCU5CQLX	M0649	ja	en	ad	895	"2021-09-10 03:16:47"	"2021-09-10 03:31:42"	1	895	Submitted	
37J05LC5AXJ51TX0MMPJQLFL71IJDJ	M1667	is	en	ad	1026	"2021-09-10 12:05:25"	"2021-09-10 12:22:31"	1	1026	Submitted	
38Z7YZ2SB323VRHZ9QA3EJ7KD1PIQI	M0348	ha	en	ad	470	"2021-09-07 17:20:13"	"2021-09-07 17:28:03"	1	470	Approved	
3CMIQF80GNQN27MY7P1EHGHF4B0Q64	M1456	ha	en	ad	1736	"2021-09-13 01:30:17"	"2021-09-13 01:59:13"	1	1736	Submitted	
3R0WOCG21M9EF98UYLTXXNOWOCRDUA	M0712	de	en	ad	775	"2021-08-30 01:05:53"	"2021-08-30 01:18:48"	2	387.5	Submitted	
3UQVX1UPFSHBWDYY3PVWCX9LBWY02L	M0712	de	en	ad	4416	"2021-08-30 01:10:27"	"2021-08-30 02:24:03"	2	2208	Submitted	
38G0E1M85M509Q8GP6TR39U3OKZUVW	M0712	de	en	ad	1533	"2021-08-31 03:23:00"	"2021-08-31 03:48:33"	1	1533	Submitted	
32XN26MTXZJHXZK6DVD1RT8UH050LY	M0712	cs	en	ad	581	"2021-09-06 04:15:21"	"2021-09-06 04:25:02"	1	581	Submitted	
31GN6YMHLPSX92GHQB3NAAVTA2RSWB	M0252	zh	en	ad	4906	"2021-09-16 02:33:24"	"2021-09-16 03:55:10"	1	4906	Submitted	
3MIVREZQVHYU1M7N9TVFRZMX58FKQ2	M0252	zh	en	ad	982	"2021-09-17 02:33:01"	"2021-09-17 02:49:23"	1	982	Submitted	
3P458N04Q1HJT34961K3LBWWLBGX2Q	M0252	zh	en	ad	3599	"2021-09-17 06:55:39"	"2021-09-17 07:55:38"	1	3599	Submitted	
37VHPF5VYC36CKV3VMXHHPOP6UB8CV	M0252	zh	en	ad	3651	"2021-09-21 02:56:42"	"2021-09-21 03:57:33"	1	3651	Submitted	
3QTFNPMJC6I4NKTHT268AKF542ONZF	M0976	ha	en	ad	2258	"2021-09-06 05:38:45"	"2021-09-06 06:16:23"	1	2258	Submitted	
32W3UF2EZOL5TJ81JJ740D8K4374C2	M1447	ha	en	ad	2449	"2021-09-06 08:12:12"	"2021-09-06 08:53:01"	1	2449	Submitted	
3H1C3QRA01JNLL5U8PJH9ZKBHTBCES	M0295	ru	en	ad	2728	"2021-09-10 16:36:24"	"2021-09-10 17:21:52"	1	2728	Submitted	
3L4YG5VW9NSSY7X8CQ38NNK82HSDD6	M0255	ha	en	ad	1697	"2021-09-07 08:45:07"	"2021-09-07 09:13:24"	1	1697	Rejected	
3UY4PIS8QRL7SO89LRXGIQVTRSJN18	M0255	zh	en	ad	2857	"2021-09-21 10:56:26"	"2021-09-21 11:44:03"	1	2857	Submitted	
344M16OZKIF6CP2LXFSVPAENG1NNER	M0725	zh	en	ad	2666	"2021-09-21 07:28:48"	"2021-09-21 08:13:14"	1	2666	Submitted	
3QREJ3J433XJAPRAHONJADN3VUVKL0	M0740	de	en	ad	4274	"2021-08-30 03:19:58"	"2021-08-30 04:31:12"	1	4274	Submitted	
3LVTFB9DE5IPZ0B4J2A0T7U4YNGQGF	M0740	cs	en	ad	1119	"2021-09-06 01:35:45"	"2021-09-06 01:54:24"	1	1119	Submitted	
356ZPKYPUHH4LFVPDVHH02BYYP7YPL	M1662	ru	en	ad	3699	"2021-09-13 06:54:50"	"2021-09-13 07:56:29"	1	3699	Rejected	
3MIVREZQVHYU1M7N9TVFRZMX564KQN	M1662	zh	en	ad	1719	"2021-09-14 11:02:10"	"2021-09-14 11:30:49"	1	1719	Rejected	
