SYS SID RAW.SCR Z.SCR N 
Online-B.4 37 98 0.57702055868475 1 
Online-B.4 38 94 0.382543228664013 1 
Online-B.4 39 89 0.139446566138093 1 
Online-B.4 40 91 0.236685231148461 1 
Online-B.4 41 79 -0.346746758913747 1 
Online-B.4 42 100 0.674259223695118 1 
Online-B.4 43 96 0.479781893674381 1 
Online-B.4 44 94 0.382543228664013 1 
Online-B.4 45 93 0.333923896158829 1 
Online-B.4 46 94 0.382543228664013 1 
Online-B.4 47 85 -0.055030763882643 1 
Online-B.4 48 99 0.625639891189934 1 
Online-B.4 49 94 0.382543228664013 1 
Online-B.4 846 79.5 -0.322437092661155 2 
Online-B.4 847 96.5 0.504091559926974 2 
Online-B.4 855 91 0.236685231148461 2 
Online-B.4 856 42.5 -2.12135239535297 2 
Online-B.4 858 84.5 -0.079340430135235 2 
Online-B.4 848 99 0.625639891189934 1 
Online-B.4 849 79 -0.346746758913747 1 
Online-B.4 850 100 0.674259223695118 1 
Online-B.4 851 84 -0.103650096387827 1 
Online-B.4 852 0 -4.18767402682329 1 
Online-B.4 853 90 0.188065898643277 1 
Online-B.4 854 96 0.479781893674381 1 
Online-B.4 857 94 0.382543228664013 1 
Online-B.4 859 84 -0.103650096387827 1 
Online-B.4 497 60.5 -1.24620441025965 2 
Online-B.4 498 66 -0.978798081481141 2 
Online-B.4 499 99 0.625639891189934 2 
Online-B.4 500 76 -0.492604756429299 2 
Online-B.4 501 82.5 -0.176579095145603 2 
Online-B.4 502 90 0.188065898643277 2 
Online-B.4 503 91.5 0.260994897401054 2 
Online-B.4 504 60.5 -1.24620441025965 2 
Online-B.4 226 75 -0.854059026657421 2 
Online-B.4 229 100 0.862231314747054 2 
Online-B.4 232 75 -0.854059026657421 2 
Online-B.4 233 75.5 -0.819733219829331 2 
Online-B.4 227 75 -0.854059026657421 1 
Online-B.4 228 100 0.862231314747054 1 
Online-B.4 230 100 0.862231314747054 1 
Online-B.4 231 100 0.862231314747054 1 
Online-B.4 234 100 0.862231314747054 1 
Online-B.4 896 87.75 0.170119940766011 4 
Online-B.4 899 82.5 -0.0695616525093906 4 
Online-B.4 900 91.75 0.363343510586297 4 
Online-B.4 894 16.5 -2.79474249840888 2 
Online-B.4 895 78 -0.223473480011672 2 
Online-B.4 897 69 -0.676792301592277 2 
Online-B.4 898 95.5 0.526966775380986 2 
Online-B.4 901 93.5 0.432628352448594 2 
Online-B.4 74 78.5 -0.171688183984702 2 
Online-B.4 75 92 0.58514136174378 2 
Online-B.4 77 90.5 0.501049189996171 2 
Online-B.4 71 85 0.192711226921604 1 
Online-B.4 72 73 -0.480026147059269 1 
Online-B.4 73 84 0.136649779089865 1 
Online-B.4 76 84 0.136649779089865 1 
Online-B.4 78 72 -0.536087594891008 1 
Online-B.4 348 67 0.409180663457658 1 
Online-B.4 349 36 -0.617013437515207 1 
Online-B.4 350 5 -1.64320753848807 1 
Online-B.4 351 33 -0.716322544060968 1 
Online-B.4 352 88 1.10434440927799 1 
Online-B.4 353 57 0.0781503083051212 1 
Online-B.4 354 96 1.36916869340002 1 
Online-B.4 355 70 0.508489770003419 1 
Online-B.4 356 80 0.839520125155957 1 
Online-B.4 357 13 -1.37838325436604 1 
Online-B.4 358 43 -0.385292188908431 1 
Online-B.4 505 87 0.469815497170897 1 
Online-B.4 506 80.5 0.108677100047559 2 
Online-B.4 507 87 0.469815497170897 1 
Online-B.4 508 87 0.469815497170897 1 
Online-B.4 509 80.5 0.108677100047559 2 
Online-B.4 510 80.5 0.108677100047559 2 
Online-B.4 511 50 -1.58589537876195 2 
Online-B.4 512 87 0.469815497170897 2 
Online-B.4 513 75 -0.196901543672188 1 
Online-B.4 514 86 0.414255743767307 1 
Online-B.4 515 37 -2.30817217300863 1 
Online-B.4 516 75 -0.196901543672188 1 
Online-B.4 616 88.5 0.638675403397561 2 
Online-B.4 617 96.5 0.989971378160457 2 
Online-B.4 618 77 0.133687439675894 2 
Online-B.4 620 65.5 -0.37130052404577 2 
Online-B.4 622 100 1.14366336711922 2 
Online-B.4 631 62 -0.524992513004538 2 
Online-B.4 634 60.5 -0.59086050827258 2 
Online-B.4 636 83 0.397159420748067 2 
Online-B.4 638 78.5 0.199555434943937 2 
Online-B.4 615 95 0.924103382892413 1 
Online-B.4 619 58 -0.700640500385987 1 
Online-B.4 621 97 1.01192737658314 1 
Online-B.4 623 82 0.353247423902705 1 
Online-B.4 624 73 -0.0419605477055545 1 
Online-B.4 625 99 1.09975137027386 1 
Online-B.4 626 85 0.484983414438791 1 
Online-B.4 627 75 0.0458634459851698 1 
Online-B.4 628 55 -0.832376490922073 1 
Online-B.4 629 81 0.309335427057343 1 
Online-B.4 630 85 0.484983414438791 1 
Online-B.4 632 40 -1.49105644360251 1 
Online-B.4 633 59 -0.656728503540625 1 
Online-B.4 635 95 0.924103382892413 1 
Online-B.4 637 74 0.00195144913980765 1 
Online-B.4 146 100 0.690884328074335 1 
Online-B.4 147 100 0.690884328074335 1 
Online-B.4 148 92 0.485267281598714 1 
Online-B.4 149 100 0.690884328074335 1 
Online-B.4 150 0 -1.87932875287093 1 
Online-B.4 151 76 0.0740331886474717 1 
Online-B.4 152 100 0.690884328074335 1 
Online-B.4 153 92 0.485267281598714 1 
Online-B.4 154 100 0.690884328074335 1 
Online-B.4 155 100 0.690884328074335 1 
Online-B.4 156 100 0.690884328074335 1 
Online-B.4 157 25 -1.23677548263461 1 
Online-B.4 158 100 0.690884328074335 1 
Online-B.4 968 90 0.280428258704134 1 
Online-B.4 969 90 0.280428258704134 1 
Online-B.4 970 97 0.622394279983214 1 
Online-B.4 971 87 0.133871392441672 1 
Online-B.4 972 88 0.182723681195826 1 
Online-B.4 973 95 0.524689702474906 1 
Online-B.4 974 97 0.622394279983214 1 
Online-B.4 975 94 0.475837413720752 1 
Online-B.4 976 97 0.622394279983214 1 
Online-B.4 977 93 0.426985124966597 1 
Online-B.4 978 100 0.768951146245677 1 
Online-B.4 979 96 0.57354199122906 1 
Online-B.4 980 76 -0.403503783854025 1 
Online-B.4 981 97 0.622394279983214 1 
Online-B.4 982 92 0.378132836212443 1 
Online-B.4 983 92 0.378132836212443 1 
Online-B.4 177 99 1.07950915448789 1 
Online-B.4 178 98 1.03655050648246 1 
Online-B.4 179 51 -0.982505949772749 1 
Online-B.4 180 52 -0.939547301767319 1 
Online-B.4 181 78 0.177377546373861 1 
Online-B.4 182 64 -0.424043525702159 1 
Online-B.4 204 73 -0.30202519622836 2 
Online-B.4 205 81 0.341281652309504 2 
Online-B.4 206 89 0.939702820524477 2 
Online-B.4 207 71 -0.294530607151978 2 
Online-B.4 208 68 -0.604969432518138 2 
Online-B.4 209 86.5 0.833116382702479 2 
Online-B.4 210 78.5 0.174847640723651 2 
Online-B.4 211 75.5 -0.0158960371147935 2 
Online-B.4 212 69 -0.541388206571985 2 
Online-B.4 213 65 -0.212199266158975 2 
Online-B.4 214 78.5 0.219733321046543 2 
Online-B.4 215 74.5 -0.0196296892970848 2 
Online-B.4 216 79.5 0.31323833387462 2 
Online-B.4 217 85 0.670416023298917 2 
Online-B.4 218 77.5 0.17111398854136 2 
Online-B.4 406 87 0.469815497170897 1 
Online-B.4 407 87 0.469815497170897 1 
Online-B.4 408 64 -0.808058831111684 1 
Online-B.4 409 75 -0.196901543672188 1 
Online-B.4 410 88 0.525375250574488 1 
Online-B.4 411 100 1.19209229141757 1 
Online-B.4 412 75 -0.196901543672188 1 
Online-B.4 413 75 -0.196901543672188 1 
Online-B.4 414 86 0.414255743767307 1 
Online-B.4 415 100 1.19209229141757 1 
Online-B.4 416 50 -1.58589537876195 1 
Online-B.4 417 63 -0.863618584515274 1 
Online-B.4 418 50 -1.58589537876195 1 
Online-B.4 419 24 -3.0304489672553 1 
Online-B.4 426 84 0.125363224973423 1 
Online-B.4 427 99 0.736338790023991 1 
Online-B.4 428 100 0.777070494360696 1 
Online-B.4 429 94 0.532680268340468 1 
Online-B.4 430 95 0.573411972677173 1 
Online-B.4 431 28 -2.15561221788203 1 
Online-B.4 432 100 0.777070494360696 1 
Online-B.4 433 11 -2.84805119160601 1 
Online-B.4 434 78 -0.119027001046805 1 
Online-B.4 803 51 -1.09647964780379 1 
Online-B.4 804 75 -0.218330844025405 1 
Online-B.4 805 76 -0.181741310534639 1 
Online-B.4 806 88 0.257333091354552 1 
Online-B.4 807 83 0.0743854239007226 1 
Online-B.4 679 97 0.586638892771445 1 
Online-B.4 680 75 -0.218330844025405 1 
Online-B.4 681 76 -0.181741310534639 1 
Online-B.4 682 87 0.220743557863786 1 
Online-B.4 683 93 0.440280758808382 1 
Online-B.4 684 63 -0.657405245914595 1 
Online-B.4 685 75 -0.218330844025405 1 
Online-B.4 95 100 0.49985933989703 1 
Online-B.4 96 100 0.49985933989703 1 
Online-B.4 97 100 0.49985933989703 1 
Online-B.4 98 100 0.49985933989703 2 
Online-B.4 99 89 0.135797896916333 1 
Online-B.4 808 86 0.0365084124670523 1 
Online-B.4 809 86 0.0365084124670523 1 
Online-B.4 810 100 0.49985933989703 1 
Online-B.4 811 100 0.49985933989703 1 
Online-B.4 812 76 -0.294456535697218 1 
Online-B.4 813 94 0.301280370998468 1 
Online-B.4 814 100 0.49985933989703 1 
Online-B.4 670 63 -0.493520430057286 2 
Online-B.4 672 93 0.428663251718028 2 
Online-B.4 183 99.5 0.62846971610268 2 
Online-B.4 184 100 0.643839444132268 1 
Online-B.4 185 100 0.643839444132268 1 
Online-B.4 186 96 0.520881619895559 2 
Online-B.4 187 51 -0.862393902767412 1 
Online-B.4 188 87 0.244226515362965 1 
Online-B.4 189 75 -0.12464695734716 1 
Online-B.4 190 92 0.397923795658851 1 
Online-B.4 191 95.5 0.505511891865971 2 
